Code gare;Intitul̩ gare;Nombre plateformes;Segment DRG;UIC;Unit̩ gare;TVS;Code postal;Commune;D̩partement - Commune;D̩partement;R̩gion;Agence G&C;R̩gion SNCF;Niveau de service;Longitude WGS 84;Latitude WGS 84;Date fin validit̩ gare
623;Arbois;1;c;87718155;;AOI;39600;Arbois;39-013;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.7648273;46.912509;
624;Liesle;1;c;87718130;;LJL;25440;Liesle;25-336;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.8208121;47.0587683;
625;Byans;1;c;87718122;;BYB;25320;Byans-sur-Doubs;25-105;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.8520589;47.1185334;
626;Torpes - Boussi̬res;1;c;87718114;;;25320;Torpes;25-564;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.8887804;47.1637546;
627;Montferrand - Thoraise;1;c;87718106;;MFH;25320;Montferrand-le-Ch̢teau;25-397;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9074815;47.1847414;
629;Besan̤on Mouill̬re;1;b;87718015;;BNM;25000;Besan̤on;25-056;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.033910;47.240372;
630;Besan̤on Viotte;1;a;87718007;;BNV;25000;Besan̤on;25-056;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2;6.022003;47.247019;
631;Morez;1;c;87715441;;MRZ;39400;Morez;39-368;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.023578;46.5262166;
632;Morbier;1;c;87715433;;MKE;39400;Morbier;39-367;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.0176446;46.5392164;
633;Saint-Laurent-en-Grandvaux;1;c;87715417;;SLJ;39150;Saint-Laurent-en-Grandvaux;39-487;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9512119;46.5747975;
634;La Chaumusse - Fort-du-Plasne;1;c;87715391;;WFP;39150;Chaumusse;39-126;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9613342;46.6048753;
635;La Chaux-des-Crotenay;1;c;87715383;;LXR;39230;Chaux-des-Crotenay;39-129;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9438595;46.6545926;
636;Champagnole;1;c;87715326;;CPG;39300;Champagnole;39-097;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9100314;46.7492981;
637;Sainte-Colombe;1;c;87715151;;XCB;25300;Sainte-Colombe;25-515;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.2659748;46.879207;
638;La Rivi̬re;1;c;87715144;;RIW;25560;Rivi̬re-Drugeon;25-493;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.2133331;46.8701507;
639;Frasne;1;b;87715136;;FRA;25560;Frasne;25-259;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.157767;46.857596;
640;Andelot;1;c;87715102;;AND;39320;Andelot-en-Montagne;39-009;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.923584;46.8594671;
641;Pontarlier;1;b;87715003;;PTL;25300;Pontarlier;25-462;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;6.353524;46.900944;
642;Is-sur-Tille;1;b;87713859;;IST;21120;Is-sur-Tille;21-317;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.129481;47.520454;
643;Gemeaux;1;c;87713842;;GMX;21120;Gemeaux;21-290;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1293074;47.478542;
644;Saint-Julien - Cl̩nay;1;c;87713834;;SJQ;21490;Saint-Julien;21-555;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1281864;47.4060132;
645;Ruffey;1;c;87713826;;RFY;21200;Ruffey-l̬s-Echirey;21-535;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.079358;47.370587;
646;Louhans;1;c;87713735;;LHN;71500;Louhans;71-263;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2174853;46.6309;
647;Mervans;1;c;87713701;;MRV;71310;Mervans;71-295;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1794099;46.7988928;
648;Seurre;1;c;87713677;;SEU;21250;Seurre;21-607;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1513121;46.9964114;
649;Pagny;1;c;87713669;;PYK;21250;Pagny-le-Ch̢teau;21-475;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2010538;47.0462492;
650;Saint-Jean-de-Losne;1;c;87713651;;SJL;21170;Saint-Jean-de-Losne;21-554;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2441226;47.0997302;
651;Brazey-en-Plaine;1;c;87713644;;BEP;21470;Brazey-en-Plaine;21-103;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2121276;47.1314549;
652;Aiserey;1;c;87713636;;ASI;21110;Aiserey;21-005;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1582447;47.170501;
653;Saulon;1;c;87713628;;SLN;21910;Breteni̬re;21-106;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1045991;47.224035;
654;Santenay les Bains;1;c;87713594;;SLB;21590;Santenay;21-582;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7017523;46.9106752;
655;Fontaines - Mercurey;1;c;87713586;;FAE;71150;Fontaines;71-202;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7750693;46.8512109;
656;Chagny;1;b;87713578;;CHY;71150;Chagny;71-073;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.749682;46.907269;
657;Meursault;1;c;87713560;;MAT;21190;Meursault;21-412;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7954444;46.9690497;
658;Beaune;1;b;87713545;;BEA;21200;Beaune;21-054;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2;4.848379;47.023053 ;
659;Corgoloin;1;c;87713537;;CGO;21700;Corgoloin;21-194;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.9171231;47.0841982;
660;Nuits-Saint-Georges;1;b;87713529;;NUI;21700;Nuits-Saint-Georges;21-464;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.956204;47.130545;
661;Vougeot - Gilly-l̬s-C̨teaux;1;c;87713511;;VOT;21640;Gilly-l̬s-C̨teaux;21-297;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.9715685;47.1755556;
662;Gevrey-Chambertin;1;c;87713503;;GCT;21220;Gevrey-Chambertin;21-295;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.999058;47.2274694;
663;Dole;1;b;87713412;;DLE;39100;Dole;39-198;Jura;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2;5.488105;47.096084;
664;Auxonne;1;b;87713347;;AXO;21130;Auxonne;21-038;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.377370;47.192663;
665;Villers-les-Pots;1;c;87713339;;VLP;21130;Villers-les-Pots;21-699;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.3478716;47.2066023;
666;Collonges;1;c;87713321;;CLG;21110;Collonges-l̬s-Premi̬res;21-183;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2653478;47.2212533;
667;Genlis;1;b;87713313;;GLS;21110;Genlis;21-292;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.223406;47.244579;
668;Tonnerre;1;b;87713198;;TNE;89700;Tonnerre;89-418;Yonne;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;1;;;
669;Nuits sous Ravi̬res;1;c;87713156;;NUR;89390;Nuits;89-280;Yonne;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.211186;47.7291142;
670;Montbard;1;b;87713131;;MBA;21500;Montbard;21-425;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;2;4.336160;47.618747;
671;Les Laumes Al̩sia;1;b;87713115;;LLA;21150;Venarey-les-Laumes;21-663;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.462602;47.543054;
672;Thenissey;1;c;87713099;;TEY;21150;Thenissey;21-627;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.6221929;47.4947945;
673;Verrey;1;c;87713081;;VRR;21540;Verrey-sous-Salmaise;21-670;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.6700223;47.4385905;
674;Blaisy-Bas;1;c;87713073;;BSB;21540;Blaisy-Bas;21-080;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.7410755;47.3734427;
675;M̢lain;1;c;87713065;;MLI;21410;M̢lain;21-373;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.8105362;47.3270025;
676;Dijon;1;a;87713040;;DJV;21000;Dijon;21-231;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;3; 5.027208;47.323370;
677;Dijon Porte Neuve;1;b;87713008;;DJP;21000;Dijon;21-231;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.054872;47.322806;
678;Chaugey;1;c;87712679;;CFJ;21170;Chaugey;21-157;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.2551914;47.0872036;
679;Longecourt;1;c;87712620;;LJK;21230;Aiserey;21-005;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1346952;47.1937936;
680;Ouges;1;c;87712604;;OUS;21600;Ouges;21-473;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.0727895;47.2559157;
682;Velars;1;c;87712331;;VLA;21370;Velars-sur-Ouche;21-661;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.9274603;47.3265197;
683;Lantenay;1;c;87712323;;LWP;21370;Lantenay;21-339;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.860963;47.3351085;
684;Bretigny - Norges;1;c;87712265;;BTQ;21490;Bretigny;21-107;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1105838;47.390044;
685;Neuilly-l̬s-Dijon;1;c;87712182;;CVG;21800;Neuilly-l̬s-Dijon;21-452;C̫te-d'Or;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.1111983;47.2815829;
686;Rully;1;c;87712026;;RLY;71150;Rully;71-378;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.761033;46.8804303;
687;Ecole-Valentin;1;c;87710731;;ECV;25480;��cole-Valentin;25-212;Doubs;Franche-Comt̩;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;5.9944745;47.2749834;
688;Ch̢tel-Censoir;1;c;87696856;;CAL;89660;Ch̢tel-Censoir;89-091;Yonne;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;1;3.6350455;47.5377695;
689;Coulanges-sur-Yonne;1;c;87696831;;CAO;89480;Coulanges-sur-Yonne;89-119;Yonne;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;1;3.5472388;47.5270546;
690;Clamecy;1;c;87696807;;CLA;58500;Clamecy;58-079;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;1;3.5207672;47.4666984;
691;Flez-Cuzy - Tannay;1;c;87696633;;FEZ;58190;Tannay;58-286;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.6149926;47.3630583;
692;Corbigny;1;c;87696617;;CBY;58800;Corbigny;58-083;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.6773226;47.254807;
693;Luzy;1;c;87696534;;LUY;58170;Luzy;58-149;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.9693245;46.7940793;
694;Cercy-la-Tour;1;c;87696492;;CLT;58340;Cercy-la-Tour;58-046;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.6452029;46.8578816;
695;Decize;1;b;87696484;;DZE;58300;Decize;58-095;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.467274;46.837362;
696;B̩ard;1;c;87696468;;BVE;58160;B̩ard;58-025;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.3179944;46.8652207;
697;Imphy;1;c;87696450;;IPY;58160;Imphy;58-134;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.2597113;46.9333537;
699;Dompierre Sept Fons;1;c;87696427;;DOP;3290;Dompierre-sur-Besbre;03-102;Allier;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.6749309;46.5263166;
702;Varennes-sur-Allier;1;c;87696351;;VAA;3150;Varennes-sur-Allier;03-298;Allier;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.3941783;46.3154922;
703;Bessay;1;c;87696336;;BSS;3340;Bessay-sur-Allier;03-025;Allier;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.3606477;46.4435849;
704;Moulins sur Allier;1;a;87696328;;MSA;3000;Moulins;03-190;Allier;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;2; 3.338842;46.561346;
705;Villeneuve-sur-Allier;1;c;87696310;;VVR;3460;Villeneuve-sur-Allier;03-316;Allier;Auvergne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.2469557;46.6592073;
706;Chantenay-Saint-Imbert;1;c;87696302;;CXI;58240;Chantenay-Saint-Imbert;58-057;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.1720842;46.7283203;
707;Saint-Pierre-le-Mo��tier;1;c;87696294;;SPM;58240;Saint-Pierre-le-Mo��tier;58-264;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.1117427;46.7932373;
708;Saincaize;1;c;87696260;;SZE;58470;Saincaize-Meauce;58-225;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0718704;46.9314165;
709;Fourchambault;1;c;87696229;;FLT;58600;Fourchambault;58-117;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0873673;47.0189684;
710;Pougues-les-Eaux;1;c;87696211;;PSU;58320;Pougues-les-Eaux;58-214;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0940304;47.0767837;
711;Tronsanges;1;c;87696203;;TSG;58400;Tronsanges;58-298;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0541532;47.113029;
712;La Charit̩-sur-Loire;1;b;87696195;;LAT;58400;Charit̩-sur-Loire;58-059;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.023883;47.179914;
713;Mesves - Bulcy;1;c;87696187;;MVU;58400;Mesves-sur-Loire;58-164;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0065175;47.2420755;
714;Pouilly-sur-Loire;1;c;87696179;;PYL;58150;Pouilly-sur-Loire;58-215;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;2.9660634;47.2821696;
715;Tracy Sancerre;1;c;87696161;;TAY;58150;Tracy-sur-Loire;58-295;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;2.8804164;47.3376398;
716;Cosne-sur-Loire;1;b;87696146;;COS;58200;Cosne-Cours-sur-Loire;58-086;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;2.931981;47.413996;
717;Briare;1;c;87696088;;BEW;45250;Briare;45-053;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.7337154;47.6464312;
718;Nevers;1;a;87696005;;NVS;58000;Nevers;58-194;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;2; 3.150743;46.987282;
719;Gilly-sur-Loire;1;c;87694869;;GSL;71160;Gilly-sur-Loire;71-220;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;3.7821607;46.5370137;
720;Saint-Agnan;1;c;87694851;;XAN;71160;Saint-Agnan;71-382;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;3.8788002;46.5020038;
721;Chauffailles;1;c;87694778;;CHF;71170;Chauffailles;71-120;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3454278;46.2074552;
722;La Clayette - Baudemont;1;c;87694737;;CYB;71800;Clayette;71-133;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2984195;46.2881469;
723;Digoin;1;c;87694695;;DIG;71160;Digoin;71-176;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;3.9876537;46.4851604;
724;Paray-le-Monial;1;b;87694687;;PLM;71600;Paray-le-Monial;71-342;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.113744;46.447312;
725;G̩nelard;1;c;87694653;;GEL;71420;G̩nelard;71-212;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2379965;46.5812177;
726;Ciry-le-Noble;1;c;87694646;;CYL;71420;Ciry-le-Noble;71-132;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2997146;46.6040913;
727;Galuzot;1;c;87694638;;GLZ;71230;Saint-Vallier;71-486;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3300578;46.6421069;
728;Montceau-les-Mines;1;c;87694620;;MMI;71300;Montceau-les-Mines;71-306;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3610264;46.6706636;
729;Blanzy;1;c;87694612;;BYK;71450;Blanzy;71-040;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3913585;46.694064;
730;Brion - Laizy;1;c;87694596;;BUJ;71190;Laizy;71-251;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2069898;46.9085776;
731;Autun;1;c;87694570;;AUP;71400;Autun;71-014;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2929079;46.9548746;
738;Cheilly-l̬s-Maranges;1;c;87694398;;CJL;71150;Cheilly-l̬s-Maranges;71-122;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.6758424;46.8924768;
739;Saint-L̩ger-sur-Dheune;1;c;87694364;;SLH;71510;Saint-L̩ger-sur-Dheune;71-442;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.6286039;46.8484526;
740;Montchanin;1;c;87694307;;MCH;71210;Montchanin;71-310;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.4814867;46.7592649;
741;Marmagne sous Creusot;1;c;87694182;;MMS;71710;Marmagne;71-282;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3601911;46.8334607;
742;Saint-Symphorien-de-Marmagne;1;c;87694174;;XSY;71710;Saint-Symphorien-de-Marmagne;71-482;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.3377542;46.8442215;
743;Broye;1;c;87694166;;BQK;71190;Broye;71-063;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2960996;46.8619444;
744;Mesvres;1;c;87694158;;MWB;71190;Mesvres;71-297;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.2449659;46.862799;
745;��tang;1;c;87694141;;ETG;71190;��tang-sur-Arroux;71-192;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.1838415;46.8679082;
746;Le Creusot - Montceau-les-Mines - Montchanin TGV;1;a;87694109;;LCM;71210;��cuisses;71-187;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION DE PARIS-SUD-EST;2; 4.430403;46.807815;
747;Le Creusot;1;b;87694000;;LCR;71200;Creusot;71-153;Sa̫ne-et-Loire;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION BOURGOGNE FRANCHE-COMTE;1;4.430277;46.807602 ;
748;Les Perri̬res;1;c;87691600;;PEF;58640;Varennes-Vauzelles;58-303;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.1467144;47.0055213;
749;Vauzelles;1;c;87691469;;VZE;58640;Varennes-Vauzelles;58-303;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.1342094;47.0013565;
750;Garchizy;1;c;87691436;;GZY;58600;Garchizy;58-121;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0858769;47.0429987;
751;La Marche;1;c;87691394;;MKF;58400;Marche;58-155;Ni̬vre;Bourgogne;AG Centre Est Rh̫ne Alpin;REGION AUVERGNE;1;3.0395468;47.1396975;
753;Paris Gare de Lyon;2;a b;87686006;;PLY;75012;Paris;75-056;Paris;�_le-de-France;AG Ile-de-France;REGION DE PARIS-SUD-EST;3 2; 2.373520;48.844888;
753;Paris Gare de Lyon;2;a b;87686000;;PAA;75012;Paris;75-056;Paris;�_le-de-France;AG Ile-de-France;REGION DE PARIS-SUD-EST;3 2; 2.373520;48.844888;
754;Malesherbes;1;c;87684415;;MAL;45330;Malesherbes;45-191;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.4012177;48.2934325;
755;Boigneville;1;c;87684407;;BWI;91720;Boigneville;91-069;Essonne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-SUD-EST;;2.3789793;48.342078;
756;Gien;1;b;87684290;;GIE;45500;Gien;45-155;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.636205;47.699088;
757;Nogent-sur-Vernisson;1;c;87684274;;NGI;45290;Nogent-sur-Vernisson;45-229;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.7375773;47.8527938;
758;Ferri̬res - Fontenay;1;c;87684241;;FFY;45210;Fontenay-sur-Loing;45-148;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.7726332;48.0964767;
759;Dordives;1;c;87684233;;DDI;45680;Dordives;45-127;Loiret;Centre;AG Centre-Ouest;REGION DE PARIS-SUD-EST;1;2.7628787;48.1471796;
760;Souppes - Ch̢teau-Landon;1;b;87684217;;SPP;77460;Souppes-sur-Loing;77-458;Seine-et-Marne;�_le-de-France;AG Ile-de-France;REGION DE PARIS-SUD-EST;;2.734971;48.181907;
